Date, Installed, Notes
"Jul 25, 2019",0,
"Jul 26, 2019",0,
"Jul 27, 2019",0,
"Jul 28, 2019",0,
"Jul 29, 2019",0,
"Jul 30, 2019",0,
"Jul 31, 2019",0,
"Aug 1, 2019",0,
"Aug 2, 2019",0,
"Aug 3, 2019",0,
"Aug 4, 2019",0,
"Aug 5, 2019",0,
"Aug 6, 2019",0,
"Aug 7, 2019",0,
"Aug 8, 2019",0,
"Aug 9, 2019",0,
"Aug 10, 2019",0,
"Aug 11, 2019",0,
"Aug 12, 2019",0,
"Aug 13, 2019",0,
"Aug 14, 2019",0,
"Aug 15, 2019",0,
"Aug 16, 2019",0,
"Aug 17, 2019",0,
"Aug 18, 2019",0,
"Aug 19, 2019",0,
"Aug 20, 2019",0,
"Aug 21, 2019",0,
"Aug 22, 2019",0,
"Aug 23, 2019",0,
"Aug 24, 2019",0,
"Aug 25, 2019",0,
"Aug 26, 2019",0,
"Aug 27, 2019",0,
"Aug 28, 2019",0,
"Aug 29, 2019",0,
"Aug 30, 2019",0,
"Aug 31, 2019",0,
"Sep 1, 2019",0,
"Sep 2, 2019",0,
"Sep 3, 2019",0,
"Sep 4, 2019",0,
"Sep 5, 2019",0,
"Sep 6, 2019",0,
"Sep 7, 2019",0,
"Sep 8, 2019",0,
"Sep 9, 2019",0,
"Sep 10, 2019",0,
"Sep 11, 2019",0,
"Sep 12, 2019",0,
"Sep 13, 2019",0,
"Sep 14, 2019",0,
"Sep 15, 2019",0,
"Sep 16, 2019",0,
"Sep 17, 2019",0,
"Sep 18, 2019",0,
"Sep 19, 2019",0,
"Sep 20, 2019",0,
"Sep 21, 2019",0,
"Sep 22, 2019",0,
"Sep 23, 2019",0,
"Sep 24, 2019",0,
"Sep 25, 2019",0,
"Sep 26, 2019",0,
"Sep 27, 2019",0,
"Sep 28, 2019",0,
"Sep 29, 2019",0,
"Sep 30, 2019",0,
"Oct 1, 2019",0,
"Oct 2, 2019",0,
"Oct 3, 2019",0,
"Oct 4, 2019",0,
"Oct 5, 2019",0,
"Oct 6, 2019",0,
"Oct 7, 2019",0,
"Oct 8, 2019",0,
"Oct 9, 2019",0,
"Oct 10, 2019",0,
"Oct 11, 2019",0,
"Oct 12, 2019",0,
"Oct 13, 2019",0,
"Oct 14, 2019",0,
"Oct 15, 2019",0,
"Oct 16, 2019",0,
